# (x y) dist_from_charge phi Ex Ey Ez
3.400000000000000000e+01 1.400000000000000000e+01 1.421267040355189515e+01 2.654133848700602538e+00 3.011798215314951191e-04 -2.479043006007007610e-04 -1.033116909133525996e-06
3.500000000000000000e+01 1.400000000000000000e+01 1.486606874731850603e+01 2.699081350758876230e+00 2.616207322935198282e-04 -2.410065057261618921e-04 -9.876354092159481818e-07
3.600000000000000000e+01 1.400000000000000000e+01 1.555634918610404505e+01 2.744468863078343368e+00 2.265359431599649892e-04 -2.319130735751755070e-04 -9.383986593390711978e-07
3.700000000000000000e+01 1.400000000000000000e+01 1.627882059609970611e+01 2.789864912993111012e+00 1.956505126633554647e-04 -2.216025264324376779e-04 -8.857166058937136072e-07
3.800000000000000000e+01 1.400000000000000000e+01 1.702938636592640265e+01 2.834940461490259800e+00 1.685633394503047167e-04 -2.108077065110234346e-04 -8.297746741675214241e-07
3.900000000000000000e+01 1.400000000000000000e+01 1.780449381476485726e+01 2.879450886938640597e+00 1.448284543372950570e-04 -2.000640763377049434e-04 -7.708895095204920667e-07
4.000000000000000000e+01 1.400000000000000000e+01 1.860107523773827509e+01 2.923219387528862345e+00 1.239952657567916896e-04 -1.897441131071571493e-04 -7.092631293709357465e-07
4.100000000000000000e+01 1.400000000000000000e+01 1.941648783894759944e+01 2.966122593724005441e+00 1.056401133028780914e-04 -1.801044997075712702e-04 -6.452083148287841158e-07
4.200000000000000000e+01 1.400000000000000000e+01 2.024845673131658685e+01 3.008078579849176926e+00 8.937354290042569174e-05 -1.713091473595235864e-04 -5.789361065628101724e-07
4.300000000000000000e+01 1.400000000000000000e+01 2.109502310972898798e+01 3.049037141083120073e+00 7.484910618553805182e-05 -1.634641699960895714e-04 -5.107475622211175154e-07
4.400000000000000000e+01 1.400000000000000000e+01 2.195449840010014952e+01 3.088972057025300089e+00 6.175811937598785521e-05 -1.566274668957401178e-04 -4.408579005557599663e-07
4.500000000000000000e+01 1.400000000000000000e+01 2.282542442102665348e+01 3.127875020876683454e+00 4.982987035388524930e-05 -1.508334432340107572e-04 -3.695517459118805199e-07
4.600000000000000000e+01 1.400000000000000000e+01 2.370653918225939449e+01 3.165750924946845402e+00 3.882331440077359469e-05 -1.460930744783587546e-04 -2.970465659846979398e-07
4.700000000000000000e+01 1.400000000000000000e+01 2.459674775249768786e+01 3.202614229015420921e+00 2.852450634044097037e-05 -1.424122404083936772e-04 -2.236089789878843888e-07
4.800000000000000000e+01 1.400000000000000000e+01 2.549509756796392423e+01 3.238486181444841350e+00 1.873875497692420802e-05 -1.397860432041922647e-04 -1.494594419924953448e-07
4.900000000000000000e+01 1.400000000000000000e+01 2.640075756488817049e+01 3.273392705380262058e+00 9.287129355704703735e-06 -7.529395676811148662e-05 -7.484770332126142959e-08
0.000000000000000000e+00 1.500000000000000000e+01 2.692582403567251959e+01 3.293085827427337353e+00 7.920869732722587444e-06 6.105708585255013453e-05 -7.609204960248210428e-08
1.000000000000000000e+00 1.500000000000000000e+01 2.600000000000000000e+01 3.258096538021482136e+00 1.598895865299261088e-05 1.361540946455058808e-04 -1.519704658239592367e-07
2.000000000000000000e+00 1.500000000000000000e+01 2.507987240796890660e+01 3.222065628350220479e+00 2.435675535501834275e-05 1.389501275303154531e-04 -2.274313718810829464e-07
3.000000000000000000e+00 1.500000000000000000e+01 2.416609194718914466e+01 3.184950491414113571e+00 3.318651042252281471e-05 1.428902189525273962e-04 -3.022455365799849025e-07
4.000000000000000000e+00 1.500000000000000000e+01 2.325940669922601600e+01 3.146709639423241001e+00 4.265705833264501080e-05 1.480026854195377471e-04 -3.762131102266882618e-07
5.000000000000000000e+00 1.500000000000000000e+01 2.236067977499789805e+01 3.107304049211095709e+00 5.296830948109328445e-05 1.543140347616210042e-04 -4.490844317074703211e-07
6.000000000000000000e+00 1.500000000000000000e+01 2.147091055358388800e+01 3.066699021498324296e+00 6.435032717325508706e-05 1.618571788596494818e-04 -5.206591565010305900e-07
7.000000000000000000e+00 1.500000000000000000e+01 2.059126028197400160e+01 3.024866727615978856e+00 7.706845476650105598e-05 1.706552157639066583e-04 -5.906644063067385472e-07
8.000000000000000000e+00 1.500000000000000000e+01 1.972308292331602075e+01 2.981789671809223385e+00 9.143498075027097285e-05 1.807249420659920013e-04 -6.588969884463620474e-07
9.000000000000000000e+00 1.500000000000000000e+01 1.886796226411320632e+01 2.937465365426015218e+00 1.078148150908220075e-04 1.920551494490469998e-04 -7.250609062161910909e-07
1.000000000000000000e+01 1.500000000000000000e+01 1.802775637731994607e+01 2.891912591164868651e+00 1.266386454196717984e-04 2.046009045249307448e-04 -7.889506518857095432e-07
1.100000000000000000e+01 1.500000000000000000e+01 1.720465053408525335e+01 2.845179727162030048e+00 1.484065146372820238e-04 2.182506795504058749e-04 -8.502506366144836625e-07
1.200000000000000000e+01 1.500000000000000000e+01 1.640121946685672683e+01 2.797355689800919532e+00 1.736968875667621506e-04 2.328037798372754440e-04 -9.087568316340239455e-07
1.300000000000000000e+01 1.500000000000000000e+01 1.562049935181330795e+01 2.748584112646601074e+00 2.031580618916187242e-04 2.479175980956266866e-04 -9.641411598136553213e-07
1.400000000000000000e+01 1.500000000000000000e+01 1.486606874731850603e+01 2.699081350758876230e+00 2.374957368785511266e-04 2.630588599553706271e-04 -1.016208077998142015e-06
1.500000000000000000e+01 1.500000000000000000e+01 1.414213562373095101e+01 2.649158683274018156e+00 2.774243981971467703e-04 2.774243981971467703e-04 -1.064627398982649284e-06
1.600000000000000000e+01 1.500000000000000000e+01 1.345362404707370985e+01 2.599248515632913037e+00 3.235910310050973872e-04 2.898675807242602053e-04 -1.109221773295046565e-06
1.700000000000000000e+01 1.500000000000000000e+01 1.280624847486569706e+01 2.549933213912099372e+00 3.764275129804416867e-04 2.988130263755685995e-04 -1.149671786935743678e-06
1.800000000000000000e+01 1.500000000000000000e+01 1.220655561573370207e+01 2.501973152972729597e+00 4.359373255984630782e-04 3.022141301026329621e-04 -1.185829737801805117e-06
1.900000000000000000e+01 1.500000000000000000e+01 1.166190378969060149e+01 2.456327442868026179e+00 5.013777490184214043e-04 2.975762974529866378e-04 -1.217401191919067344e-06
2.000000000000000000e+01 1.500000000000000000e+01 1.118033988749894903e+01 2.414156868651150756e+00 5.708810618489210294e-04 2.821398579086081305e-04 -1.244279984048170251e-06
2.100000000000000000e+01 1.500000000000000000e+01 1.077032961426900748e+01 2.376795095553182247e+00 6.410618489034723179e-04 2.532856344719981723e-04 -1.266210725265996817e-06
2.200000000000000000e+01 1.500000000000000000e+01 1.044030650891055068e+01 2.345673941114571726e+00 7.068138226422248857e-04 2.092321048691044537e-04 -1.283139611892719634e-06
2.300000000000000000e+01 1.500000000000000000e+01 1.019803902718556898e+01 2.322195449570686243e+00 7.615497162572325979e-04 1.499441887279017414e-04 -1.294862668688428337e-06
2.400000000000000000e+01 1.500000000000000000e+01 1.004987562112088995e+01 2.307560258420629840e+00 7.982215025874165627e-04 7.797515308820843552e-05 -1.301386739916126495e-06
2.500000000000000000e+01 1.500000000000000000e+01 1.000000000000000000e+01 2.302585092994045901e+00 8.111499610571814775e-04 -1.302568525647033321e-06 -1.302568525648334363e-06
2.600000000000000000e+01 1.500000000000000000e+01 1.004987562112088995e+01 2.307560258420629840e+00 7.981073283920936227e-04 -8.059050632498905575e-05 -1.298480056360819951e-06
2.700000000000000000e+01 1.500000000000000000e+01 1.019803902718556898e+01 2.322195449570686243e+00 7.613202721003294732e-04 -1.525900918092617728e-04 -1.289043824562706442e-06
2.800000000000000000e+01 1.500000000000000000e+01 1.044030650891055068e+01 2.345673941114571726e+00 7.064668851476719504e-04 -2.119293260306261313e-04 -1.274397099052318461e-06
2.900000000000000000e+01 1.500000000000000000e+01 1.077032961426900748e+01 2.376795095553182247e+00 6.405940624650218428e-04 -2.560551854539228761e-04 -1.254528649429799414e-06
3.000000000000000000e+01 1.500000000000000000e+01 1.118033988749894903e+01 2.414156868651150756e+00 5.702878413542794827e-04 -2.850035291277982531e-04 -1.229636415708921376e-06
3.100000000000000000e+01 1.500000000000000000e+01 1.166190378969060149e+01 2.456327442868026179e+00 5.006532661503634591e-04 -3.005564861614099578e-04 -1.199771441615787859e-06
3.200000000000000000e+01 1.500000000000000000e+01 1.220655561573370207e+01 2.501973152972729597e+00 4.350743405622755668e-04 -3.053343798275287915e-04 -1.165183650861248768e-06
3.300000000000000000e+01 1.500000000000000000e+01 1.280624847486569706e+01 2.549933213912099372e+00 3.754173421493668499e-04 -3.020978877037669170e-04 -1.125978618286707991e-06
3.400000000000000000e+01 1.500000000000000000e+01 1.345362404707370985e+01 2.599248515632913037e+00 3.224232972169835138e-04 -2.933431583784448533e-04 -1.082446487561672388e-06
3.500000000000000000e+01 1.500000000000000000e+01 1.414213562373095101e+01 2.649158683274018156e+00 2.760869635941882051e-04 -2.811182586653217068e-04 -1.034737095430716264e-06
3.600000000000000000e+01 1.500000000000000000e+01 1.486606874731850603e+01 2.699081350758876230e+00 2.359743544900843280e-04 -2.670005909647589926e-04 -9.831673754103799345e-07
3.700000000000000000e+01 1.500000000000000000e+01 1.562049935181330795e+01 2.748584112646601074e+00 2.014362484052320806e-04 -2.521387783136520844e-04 -9.279200993903002903e-07
3.800000000000000000e+01 1.500000000000000000e+01 1.640121946685672683e+01 2.797355689800919532e+00 1.717554487631428551e-04 -2.373385570924868571e-04 -8.693254372139826852e-07
3.900000000000000000e+01 1.500000000000000000e+01 1.720465053408525335e+01 2.845179727162030048e+00 1.462233195744272636e-04 -2.231358186740066895e-04 -8.075881950884685259e-07
4.000000000000000000e+01 1.500000000000000000e+01 1.802775637731994607e+01 2.891912591164868651e+00 1.241879828458002924e-04 -2.098763918874936010e-04 -7.430395417721896364e-07
4.100000000000000000e+01 1.500000000000000000e+01 1.886796226411320632e+01 2.937465365426015218e+00 1.050670106785269939e-04 -1.977643348201915501e-04 -6.758971200909996008e-07
4.200000000000000000e+01 1.500000000000000000e+01 1.972308292331602075e+01 2.981789671809223385e+00 8.835551783549066424e-05 -1.869151765408642385e-04 -6.064833150621262367e-07
4.300000000000000000e+01 1.500000000000000000e+01 2.059126028197400160e+01 3.024866727615978856e+00 7.361734606241841002e-05 -1.773781002640146013e-04 -5.350220169049761318e-07
4.400000000000000000e+01 1.500000000000000000e+01 2.147091055358388800e+01 3.066699021498324296e+00 6.048089638429742648e-05 -1.691692372561711365e-04 -4.618202066511813489e-07
4.500000000000000000e+01 1.500000000000000000e+01 2.236067977499789805e+01 3.107304049211095709e+00 4.862618259901329383e-05 -1.622770707806889864e-04 -3.871044832181062476e-07
4.600000000000000000e+01 1.500000000000000000e+01 2.325940669922601600e+01 3.146709639423241001e+00 3.777844580996758553e-05 -1.566844759908577378e-04 -3.111631889949955862e-07
4.700000000000000000e+01 1.500000000000000000e+01 2.416609194718914466e+01 3.184950491414113571e+00 2.769661222341973368e-05 -1.523649529011901038e-04 -2.342251056712432548e-07
4.800000000000000000e+01 1.500000000000000000e+01 2.507987240796890660e+01 3.222065628350220479e+00 1.816729641625282094e-05 -1.492990613164161726e-04 -1.565598430446340106e-07
4.900000000000000000e+01 1.500000000000000000e+01 2.600000000000000000e+01 3.258096538021482136e+00 8.995694875591452033e-06 -8.050100237116814277e-05 -7.840038077857496620e-08
0.000000000000000000e+00 1.600000000000000000e+01 2.657066051117284644e+01 3.279807618746620967e+00 7.531252886503505802e-06 6.447035482779169880e-05 -7.925522894316105928e-08
1.000000000000000000e+00 1.600000000000000000e+01 2.563201123595259290e+01 3.243842009242305036e+00 1.521480282556687000e-05 1.442089870098097111e-04 -1.582944686930487944e-07
2.000000000000000000e+00 1.600000000000000000e+01 2.469817807045693669e+01 3.206729478583678628e+00 2.320863298944269345e-05 1.473938296224634498e-04 -2.368884748574901205e-07
3.000000000000000000e+00 1.600000000000000000e+01 2.376972864800942631e+01 3.168412865573220660e+00 3.168328171995927903e-05 1.519017502111453979e-04 -3.148282539253079333e-07
4.000000000000000000e+00 1.600000000000000000e+01 2.284731931759172596e+01 3.128833793941319552e+00 4.082757043067031721e-05 1.577760673287564364e-04 -3.918655196008449110e-07
5.000000000000000000e+00 1.600000000000000000e+01 2.193171219946130890e+01 3.087933635052880543e+00 5.085790592375893319e-05 1.650775534895794917e-04 -4.677927184672920312e-07
6.000000000000000000e+00 1.600000000000000000e+01 2.102379604162863913e+01 3.045654941038848929e+00 6.202539329067374013e-05 1.738703644175778338e-04 -5.423383538694136544e-07
7.000000000000000000e+00 1.600000000000000000e+01 2.012461179749810825e+01 3.001943533553269816e+00 7.462893966391555712e-05 1.842300098359682652e-04 -6.152925543369096306e-07
8.000000000000000000e+00 1.600000000000000000e+01 1.923538406167134340e+01 2.956751502819134902e+00 8.902517782134224122e-05 1.962257783278942812e-04 -6.863590622923363208e-07
9.000000000000000000e+00 1.600000000000000000e+01 1.835755975068581947e+01 2.910041465176180786e+00 1.056465643458481948e-04 2.099218443488926273e-04 -7.553246235128194264e-07
1.000000000000000000e+01 1.600000000000000000e+01 1.749285568453590045e+01 2.861792550976190341e+00 1.250148413108138814e-04 2.253507763284298476e-04 -8.218700276489080553e-07
1.100000000000000000e+01 1.600000000000000000e+01 1.664331697709323876e+01 2.812008753093669267e+00 1.477634809582647254e-04 2.424994954283121685e-04 -8.857808544830182707e-07
1.200000000000000000e+01 1.600000000000000000e+01 1.581138830084189628e+01 2.760730458931123010e+00 1.746514900701514033e-04 2.612625510870617875e-04 -9.467204846020337017e-07
1.300000000000000000e+01 1.600000000000000000e+01 1.500000000000000000e+01 2.708050201102210064e+00 2.065818491230990428e-04 2.813971715576544380e-04 -1.004479013149654071e-06
1.400000000000000000e+01 1.600000000000000000e+01 1.421267040355189515e+01 2.654133848700602538e+00 2.445983995777558165e-04 3.024365352090768212e-04 -1.058711619953463939e-06
1.500000000000000000e+01 1.600000000000000000e+01 1.345362404707370985e+01 2.599248515632913037e+00 2.898675807242602053e-04 3.235910310050973872e-04 -1.109221773295046565e-06
1.600000000000000000e+01 1.600000000000000000e+01 1.272792206135785520e+01 2.543798167616191819e+00 3.436015143610509498e-04 3.436015143610505161e-04 -1.155668763278992414e-06
1.700000000000000000e+01 1.600000000000000000e+01 1.204159457879229578e+01 2.488366871210287101e+00 4.069104640875851123e-04 3.605823017642539093e-04 -1.197880690872099238e-06
1.800000000000000000e+01 1.600000000000000000e+01 1.140175425099137918e+01 2.433767225227791098e+00 4.805145939883194960e-04 3.718527274611249656e-04 -1.235535335849472643e-06
1.900000000000000000e+01 1.600000000000000000e+01 1.081665382639196871e+01 2.381086967398878151e+00 5.642874745586902094e-04 3.738488993644318616e-04 -1.268497887013751019e-06
2.000000000000000000e+01 1.600000000000000000e+01 1.029563014098700080e+01 2.331719547056033459e+00 6.565755991196665919e-04 3.622157350897940893e-04 -1.296479649425235497e-06
2.100000000000000000e+01 1.600000000000000000e+01 9.848857801796103928e+00 2.287355489251691409e+00 7.533719431757819086e-04 3.322873561868405594e-04 -1.319395046600960186e-06
2.200000000000000000e+01 1.600000000000000000e+01 9.486832980505138124e+00 2.249904835165132511e+00 8.475577687744846947e-04 2.801419876273109066e-04 -1.337002982667624684e-06
2.300000000000000000e+01 1.600000000000000000e+01 9.219544457292887074e+00 2.221325628245158335e+00 9.287874340270603143e-04 2.043044635516512615e-04 -1.349277357060377214e-06
2.400000000000000000e+01 1.600000000000000000e+01 9.055385138137417300e+00 2.203359623632126674e+00 9.848202464699789410e-04 1.076872428860862173e-04 -1.356036191272735197e-06
2.500000000000000000e+01 1.600000000000000000e+01 9.000000000000000000e+00 2.197224577336219564e+00 1.004952253717772415e-03 -1.357319750933203700e-06 -1.357319750933637381e-06
2.600000000000000000e+01 1.600000000000000000e+01 9.055385138137417300e+00 2.203359623632126674e+00 9.847158104140212032e-04 -1.104125392739382754e-04 -1.353012819223491786e-06
2.700000000000000000e+01 1.600000000000000000e+01 9.219544457292887074e+00 2.221325628245158335e+00 9.285775281041804864e-04 -2.070620126835144396e-04 -1.343224516029903337e-06
2.800000000000000000e+01 1.600000000000000000e+01 9.486832980505138124e+00 2.249904835165132511e+00 8.472403221722493542e-04 -2.829534745724397900e-04 -1.327909334155469301e-06
2.900000000000000000e+01 1.600000000000000000e+01 9.848857801796103928e+00 2.287355489251691409e+00 7.529437872853561066e-04 -3.351751212099340731e-04 -1.307242862538544187e-06
3.000000000000000000e+01 1.600000000000000000e+01 1.029563014098700080e+01 2.331719547056033459e+00 6.560324557283963957e-04 -3.652025957926827854e-04 -1.281247370788895362e-06
3.100000000000000000e+01 1.600000000000000000e+01 1.081665382639196871e+01 2.381086967398878151e+00 5.636238305037496142e-04 -3.769587225311622249e-04 -1.250157855243582555e-06
3.200000000000000000e+01 1.600000000000000000e+01 1.140175425099137918e+01 2.433767225227791098e+00 4.797236736713299168e-04 -3.751102819297110272e-04 -1.214058031564178852e-06
3.300000000000000000e+01 1.600000000000000000e+01 1.204159457879229578e+01 2.488366871210287101e+00 4.059840313269291907e-04 -3.640138414833509351e-04 -1.173231397599144854e-06
3.400000000000000000e+01 1.600000000000000000e+01 1.272792206135785520e+01 2.543798167616191819e+00 3.425298162049825613e-04 -3.472346791558794058e-04 -1.127813445427191738e-06
3.500000000000000000e+01 1.600000000000000000e+01 1.345362404707370985e+01 2.599248515632913037e+00 2.886390621247656579e-04 -3.274554484530610779e-04 -1.078122746587259831e-06
3.600000000000000000e+01 1.600000000000000000e+01 1.421267040355189515e+01 2.654133848700602538e+00 2.431995973420431664e-04 -3.065637887641316315e-04 -1.024335006616057878e-06
3.700000000000000000e+01 1.600000000000000000e+01 1.500000000000000000e+01 2.708050201102210064e+00 2.049969960126749383e-04 -2.858214321593791508e-04 -9.667895089259317953e-07
3.800000000000000000e+01 1.600000000000000000e+01 1.581138830084189628e+01 2.760730458931123010e+00 1.728623258888536355e-04 -2.660206353418282516e-04 -9.056903029177384296e-07
3.900000000000000000e+01 1.600000000000000000e+01 1.664331697709323876e+01 2.812008753093669267e+00 1.457487088517843594e-04 -2.476315422550475062e-04 -8.413836873220545409e-07
4.000000000000000000e+01 1.600000000000000000e+01 1.749285568453590045e+01 2.861792550976190341e+00 1.227498050439284520e-04 -2.309004220030574190e-04 -7.740913578118758034e-07
4.100000000000000000e+01 1.600000000000000000e+01 1.835755975068581947e+01 2.910041465176180786e+00 1.031024978903477551e-04 -2.159369647178808983e-04 -7.041549740897934395e-07
4.200000000000000000e+01 1.600000000000000000e+01 1.923538406167134340e+01 2.956751502819134902e+00 8.616866995468598547e-05 -2.027588119756321703e-04 -6.318055158624144574e-07
4.300000000000000000e+01 1.600000000000000000e+01 2.012461179749810825e+01 3.001943533553269816e+00 7.142088343095056267e-05 -1.913387914472828091e-04 -5.573713718639130080e-07
4.400000000000000000e+01 1.600000000000000000e+01 2.102379604162863913e+01 3.045654941038848929e+00 5.842011482633648143e-05 -1.816186303591452340e-04 -4.810874913254749308e-07
4.500000000000000000e+01 1.600000000000000000e+01 2.193171219946130890e+01 3.087933635052880543e+00 4.680166493203240978e-05 -1.735358938083405981e-04 -4.032638702792536688e-07
4.600000000000000000e+01 1.600000000000000000e+01 2.284731931759172596e+01 3.128833793941319552e+00 3.625715920722459486e-05 -1.670226448539523147e-04 -3.241373673903633068e-07
4.700000000000000000e+01 1.600000000000000000e+01 2.376972864800942631e+01 3.168412865573220660e+00 2.652383814210536469e-05 -1.620233898021084418e-04 -2.439979532688543989e-07
4.800000000000000000e+01 1.600000000000000000e+01 2.469817807045693669e+01 3.206729478583678628e+00 1.737140125063861150e-05 -1.584869605520205463e-04 -1.630853101779129646e-07
4.900000000000000000e+01 1.600000000000000000e+01 2.563201123595259290e+01 3.243842009242305036e+00 8.593875362539470401e-06 -8.554038345164172012e-05 -8.167075840467212088e-08
0.000000000000000000e+00 1.700000000000000000e+01 2.624880949681337583e+01 3.267620635506829352e+00 7.042452809554694917e-06 6.767801331557753413e-05 -8.212760245230330339e-08
1.000000000000000000e+00 1.700000000000000000e+01 2.529822128134703618e+01 3.230734088176858698e+00 1.423838288068957764e-05 1.518314747484450684e-04 -1.640260020739278939e-07
2.000000000000000000e+00 1.700000000000000000e+01 2.435159132377184221e+01 3.192597199498862892e+00 2.174811254613352772e-05 1.554186064247078621e-04 -2.454764213050846834e-07
3.000000000000000000e+00 1.700000000000000000e+01 2.340939982143925135e+01 3.153137643474007934e+00 2.974528559960859953e-05 1.605091563937550200e-04 -3.262327525553848466e-07
4.000000000000000000e+00 1.700000000000000000e+01 2.247220505424423109e+01 3.112279214637680091e+00 3.842577008281557530e-05 1.671773096233374013e-04 -4.060802895523461450e-07
5.000000000000000000e+00 1.700000000000000000e+01 2.154065922853801496e+01 3.069942276113127644e+00 4.801557845700733101e-05 1.755118576216244271e-04 -4.847506407257154773e-07
6.000000000000000000e+00 1.700000000000000000e+01 2.061552812808830382e+01 3.026044584462208586e+00 5.878383882083329168e-05 1.856282125998061057e-04 -5.620281415139255846e-07
7.000000000000000000e+00 1.700000000000000000e+01 1.969771560359220786e+01 2.980502669811636807e+00 7.105453045550718435e-05 1.976550002945751594e-04 -6.376189714762340449e-07
8.000000000000000000e+00 1.700000000000000000e+01 1.878829422805593552e+01 2.933234028466648269e+00 8.522625170660227088e-05 2.117425667479246390e-04 -7.113038559190777363e-07
9.000000000000000000e+00 1.700000000000000000e+01 1.788854381999831844e+01 2.884160497896886000e+00 1.017909719631164773e-04 2.280448129385186399e-04 -7.827635588340603121e-07
1.000000000000000000e+01 1.700000000000000000e+01 1.700000000000000000e+01 2.833213344056216165e+00 1.213639935711273736e-04 2.467178211373472754e-04 -8.517757113621782922e-07
1.100000000000000000e+01 1.700000000000000000e+01 1.612451549659709826e+01 2.780340815507763796e+00 1.447129763806572801e-04 2.678873283097433968e-04 -9.179994321108740640e-07
1.200000000000000000e+01 1.700000000000000000e+01 1.526433752247374720e+01 2.725519226782850080e+00 1.727998641013433860e-04 2.916221480021097615e-04 -9.812133585204631941e-07
1.300000000000000000e+01 1.700000000000000000e+01 1.442220510185595650e+01 2.668769039850658942e+00 2.068181745139932061e-04 3.178645076032310997e-04 -1.041062663054235365e-06
1.400000000000000000e+01 1.700000000000000000e+01 1.360147050873544394e+01 2.610177912539162648e+00 2.482360071708884352e-04 3.463445915565317897e-04 -1.097334629119369603e-06
1.500000000000000000e+01 1.700000000000000000e+01 1.280624847486569706e+01 2.549933213912099372e+00 2.988130263755688163e-04 3.764275129804419036e-04 -1.149671786936177359e-06
1.600000000000000000e+01 1.700000000000000000e+01 1.204159457879229578e+01 2.488366871210287101e+00 3.605823017642543430e-04 4.069104640875851123e-04 -1.197880690872316078e-06
1.700000000000000000e+01 1.700000000000000000e+01 1.131370849898476116e+01 2.426015131959808446e+00 4.357261060028375793e-04 4.357261060028371456e-04 -1.241615299768083353e-06
1.800000000000000000e+01 1.700000000000000000e+01 1.063014581273464998e+01 2.363693909356170408e+00 5.262813461860199257e-04 4.595911405737380592e-04 -1.280714004326354016e-06
1.900000000000000000e+01 1.700000000000000000e+01 1.000000000000000000e+01 2.302585092994045901e+00 6.335274044275492240e-04 4.736373025843337338e-04 -1.314857735553679602e-06
2.000000000000000000e+01 1.700000000000000000e+01 9.433981132056603158e+00 2.244318184866069821e+00 7.569302471035124075e-04 4.712243265256998298e-04 -1.343929787734222253e-06
2.100000000000000000e+01 1.700000000000000000e+01 8.944271909999159220e+00 2.191013317336941046e+00 8.925318007706661491e-04 4.442678041268162750e-04 -1.367653469187130044e-06
2.200000000000000000e+01 1.700000000000000000e+01 8.544003745317530374e+00 2.145229720574195476e+00 1.031000544239358239e-03 3.846475957203828594e-04 -1.385968893688385023e-06
2.300000000000000000e+01 1.700000000000000000e+01 8.246211251235321171e+00 2.109753852588053480e+00 1.156192825689349689e-03 2.872066664233959878e-04 -1.398655299897355597e-06
2.400000000000000000e+01 1.700000000000000000e+01 8.062257748298549132e+00 2.087193634947818399e+00 1.246207751609672548e-03 1.541399727789205358e-04 -1.405718758522647716e-06
2.500000000000000000e+01 1.700000000000000000e+01 8.000000000000000000e+00 2.079441541679835748e+00 1.279491447481452288e-03 -1.407004581604771182e-06 -1.407004581604337501e-06
2.600000000000000000e+01 1.700000000000000000e+01 8.062257748298549132e+00 2.087193634947818399e+00 1.246113636917911723e-03 -1.569652319385809840e-04 -1.402589817525289745e-06
2.700000000000000000e+01 1.700000000000000000e+01 8.246211251235321171e+00 2.109753852588053480e+00 1.156003649047267386e-03 -2.900655800510336217e-04 -1.392391437671572363e-06
2.800000000000000000e+01 1.700000000000000000e+01 8.544003745317530374e+00 2.145229720574195476e+00 1.030714383036372434e-03 -3.875630668494505111e-04 -1.376557554607499290e-06
2.900000000000000000e+01 1.700000000000000000e+01 8.944271909999159220e+00 2.191013317336941046e+00 8.921457484152559882e-04 -4.472630518977758346e-04 -1.355077288501746469e-06
3.000000000000000000e+01 1.700000000000000000e+01 9.433981132056603158e+00 2.244318184866069821e+00 7.564403268790114224e-04 -4.743234859094047455e-04 -1.328164820429099391e-06
3.100000000000000000e+01 1.700000000000000000e+01 1.000000000000000000e+01 2.302585092994045901e+00 6.329285476982175578e-04 -4.768652682184764367e-04 -1.295876973394192999e-06
3.200000000000000000e+01 1.700000000000000000e+01 1.063014581273464998e+01 2.363693909356170408e+00 5.255672422333512207e-04 -4.629741790043492150e-04 -1.258484470820307038e-06
3.300000000000000000e+01 1.700000000000000000e+01 1.131370849898476116e+01 2.426015131959808446e+00 4.348891572283656790e-04 -4.392917451701142725e-04 -1.216103285539039958e-06
3.400000000000000000e+01 1.700000000000000000e+01 1.204159457879229578e+01 2.488366871210287101e+00 3.596133982129666711e-04 -4.106881275806083861e-04 -1.169047781508216963e-06
3.500000000000000000e+01 1.700000000000000000e+01 1.280624847486569706e+01 2.549933213912099372e+00 2.977014610806658773e-04 -3.804484775282611017e-04 -1.117481764477401551e-06
3.600000000000000000e+01 1.700000000000000000e+01 1.360147050873544394e+01 2.610177912539162648e+00 2.469691563944454490e-04 -3.506426570768497123e-04 -1.061748519089926804e-06
3.700000000000000000e+01 1.700000000000000000e+01 1.442220510185595650e+01 2.668769039850658942e+00 2.053813462811983001e-04 -3.224760497668416152e-04 -1.002047225687066959e-06
3.800000000000000000e+01 1.700000000000000000e+01 1.526433752247374720e+01 2.725519226782850080e+00 1.711758534499951100e-04 -2.965868442533774359e-04 -9.387352534872411836e-07
3.900000000000000000e+01 1.700000000000000000e+01 1.612451549659709826e+01 2.780340815507763796e+00 1.428818048044497302e-04 -2.732483395189318730e-04 -8.720351929959388460e-07
4.000000000000000000e+01 1.700000000000000000e+01 1.700000000000000000e+01 2.833213344056216165e+00 1.193022900128525498e-04 -2.525226028489302053e-04 -8.023051294337064931e-07
4.100000000000000000e+01 1.700000000000000000e+01 1.788854381999831844e+01 2.884160497896886000e+00 9.947153678697788753e-05 -2.343454699094340166e-04 -7.297809967728814337e-07
4.200000000000000000e+01 1.700000000000000000e+01 1.878829422805593552e+01 2.933234028466648269e+00 8.261718418985520684e-05 -2.185967910002614310e-04 -6.548109436310374856e-07
4.300000000000000000e+01 1.700000000000000000e+01 1.969771560359220786e+01 2.980502669811636807e+00 6.811851204029713974e-05 -2.051266553923641054e-04 -5.776370692629892098e-07
4.400000000000000000e+01 1.700000000000000000e+01 2.061552812808830382e+01 3.026044584462208586e+00 5.547687858494909207e-05 -1.937884557550892894e-04 -4.985904203431848827e-07
4.500000000000000000e+01 1.700000000000000000e+01 2.154065922853801496e+01 3.069942276113127644e+00 4.428584641283400030e-05 -1.844400263998008729e-04 -4.179154508461026783e-07
4.600000000000000000e+01 1.700000000000000000e+01 2.247220505424423109e+01 3.112279214637680091e+00 3.421174988540748741e-05 -1.769623027807847829e-04 -3.359226650472999995e-07
